Key,HueName,HuePrefix,HueNumber,Value,Chroma,R,G,B
5.0PB-4-16,5.0PB,PB,5.0,4,16,0,96,212
5.0PB-4-18,5.0PB,PB,5.0,4,18,0,96,228
5.0PB-4-20,5.0PB,PB,5.0,4,20,0,95,245
5.0PB-5-2,5.0PB,PB,5.0,5,2,119,121,141
5.0PB-5-4,5.0PB,PB,5.0,5,4,111,121,155
5.0PB-5-6,5.0PB,PB,5.0,5,6,101,122,169
5.0PB-5-8,5.0PB,PB,5.0,5,8,88,122,183
5.0PB-5-10,5.0PB,PB,5.0,5,10,72,122,198
5.0PB-5-12,5.0PB,PB,5.0,5,12,46,123,212
5.0PB-5-14,5.0PB,PB,5.0,5,14,0,123,226
5.0PB-5-16,5.0PB,PB,5.0,5,16,0,123,243
5.0PB-5-18,5.0PB,PB,5.0,5,18,0,123,255
5.0PB-6-2,5.0PB,PB,5.0,6,2,145,147,167
5.0PB-6-4,5.0PB,PB,5.0,6,4,137,147,181
5.0PB-6-6,5.0PB,PB,5.0,6,6,127,148,196
5.0PB-6-8,5.0PB,PB,5.0,6,8,115,148,211
5.0PB-6-10,5.0PB,PB,5.0,6,10,101,148,225
5.0PB-6-12,5.0PB,PB,5.0,6,12,78,149,242
5.0PB-6-14,5.0PB,PB,5.0,6,14,39,149,255
5.0PB-7-2,5.0PB,PB,5.0,7,2,172,172,193
5.0PB-7-4,5.0PB,PB,5.0,7,4,163,173,208
5.0PB-7-6,5.0PB,PB,5.0,7,6,152,174,223
5.0PB-7-8,5.0PB,PB,5.0,7,8,141,174,239
5.0PB-7-10,5.0PB,PB,5.0,7,10,124,175,255
5.0PB-8-2,5.0PB,PB,5.0,8,2,198,199,220
5.0PB-8-4,5.0PB,PB,5.0,8,4,189,200,236
5.0PB-8-6,5.0PB,PB,5.0,8,6,177,200,254
5.0PB-9-2,5.0PB,PB,5.0,9,2,226,225,248
7.5PB-1-2,7.5PB,PB,7.5,1,2,27,27,45
7.5PB-1-4,7.5PB,PB,7.5,1,4,25,25,56
7.5PB-1-6,7.5PB,PB,7.5,1,6,23,23,68
7.5PB-1-8,7.5PB,PB,7.5,1,8,24,19,78
7.5PB-1-10,7.5PB,PB,7.5,1,10,25,14,87
7.5PB-1-12,7.5PB,PB,7.5,1,12,28,6,95
7.5PB-1-14,7.5PB,PB,7.5,1,14,31,0,104
7.5PB-1-16,7.5PB,PB,7.5,1,16,36,0,113
7.5PB-1-18,7.5PB,PB,7.5,1,18,39,0,120
7.5PB-1-20,7.5PB,PB,7.5,1,20,43,0,128
7.5PB-1-22,7.5PB,PB,7.5,1,22,47,0,136
7.5PB-1-24,7.5PB,PB,7.5,1,24,51,0,145
7.5PB-1-26,7.5PB,PB,7.5,1,26,56,0,155
7.5PB-1-28,7.5PB,PB,7.5,1,28,61,0,165
7.5PB-1-30,7.5PB,PB,7.5,1,30,66,0,176
7.5PB-1-32,7.5PB,PB,7.5,1,32,72,0,189
7.5PB-1-34,7.5PB,PB,7.5,1,34,77,0,199
7.5PB-1-36,7.5PB,PB,7.5,1,36,82,0,210
7.5PB-1-38,7.5PB,PB,7.5,1,38,88,0,223
7.5PB-2-2,7.5PB,PB,7.5,2,2,48,48,66
7.5PB-2-4,7.5PB,PB,7.5,2,4,45,46,79
7.5PB-2-6,7.5PB,PB,7.5,2,6,42,45,91
7.5PB-2-8,7.5PB,PB,7.5,2,8,39,42,104
7.5PB-2-10,7.5PB,PB,7.5,2,10,37,39,116
7.5PB-2-12,7.5PB,PB,7.5,2,12,37,35,126
7.5PB-2-14,7.5PB,PB,7.5,2,14,39,30,136
7.5PB-2-16,7.5PB,PB,7.5,2,16,41,22,145
7.5PB-2-18,7.5PB,PB,7.5,2,18,44,8,155
7.5PB-2-20,7.5PB,PB,7.5,2,20,48,0,164
7.5PB-2-22,7.5PB,PB,7.5,2,22,51,0,174
7.5PB-2-24,7.5PB,PB,7.5,2,24,55,0,182
7.5PB-2-26,7.5PB,PB,7.5,2,26,59,0,190
7.5PB-2-28,7.5PB,PB,7.5,2,28,62,0,198
7.5PB-2-30,7.5PB,PB,7.5,2,30,66,0,208
7.5PB-2-32,7.5PB,PB,7.5,2,32,70,0,217
7.5PB-2-34,7.5PB,PB,7.5,2,34,74,0,227
7.5PB-2-36,7.5PB,PB,7.5,2,36,79,0,237
7.5PB-2-38,7.5PB,PB,7.5,2,38,83,0,248
7.5PB-3-2,7.5PB,PB,7.5,3,2,71,70,92
7.5PB-3-4,7.5PB,PB,7.5,3,4,67,69,105
7.5PB-3-6,7.5PB,PB,7.5,3,6,64,68,119
7.5PB-3-8,7.5PB,PB,7.5,3,8,60,66,131
7.5PB-3-10,7.5PB,PB,7.5,3,10,55,64,144
7.5PB-3-12,7.5PB,PB,7.5,3,12,52,61,156
7.5PB-3-14,7.5PB,PB,7.5,3,14,51,57,168
7.5PB-3-16,7.5PB,PB,7.5,3,16,51,52,180
7.5PB-3-18,7.5PB,PB,7.5,3,18,52,47,191
7.5PB-3-20,7.5PB,PB,7.5,3,20,53,40,200
7.5PB-3-22,7.5PB,PB,7.5,3,22,56,30,211
7.5PB-3-24,7.5PB,PB,7.5,3,24,59,13,221
7.5PB-3-26,7.5PB,PB,7.5,3,26,61,0,230
7.5PB-3-28,7.5PB,PB,7.5,3,28,64,0,239
7.5PB-3-30,7.5PB,PB,7.5,3,30,68,0,250
7.5PB-3-32,7.5PB,PB,7.5,3,32,72,0,255
7.5PB-3-34,7.5PB,PB,7.5,3,34,75,0,255
7.5PB-4-2,7.5PB,PB,7.5,4,2,96,94,116
7.5PB-4-4,7.5PB,PB,7.5,4,4,93,94,129
7.5PB-4-6,7.5PB,PB,7.5,4,6,89,93,142
7.5PB-4-8,7.5PB,PB,7.5,4,8,84,91,156
7.5PB-4-10,7.5PB,PB,7.5,4,10,79,90,169
7.5PB-4-12,7.5PB,PB,7.5,4,12,74,88,182
7.5PB-4-14,7.5PB,PB,7.5,4,14,70,86,195
7.5PB-4-16,7.5PB,PB,7.5,4,16,66,82,208
7.5PB-4-18,7.5PB,PB,7.5,4,18,64,79,221
7.5PB-4-20,7.5PB,PB,7.5,4,20,62,73,235
7.5PB-4-22,7.5PB,PB,7.5,4,22,62,68,245
7.5PB-4-24,7.5PB,PB,7.5,4,24,63,62,255
7.5PB-4-26,7.5PB,PB,7.5,4,26,64,54,255
7.5PB-5-2,7.5PB,PB,7.5,5,2,122,120,141
7.5PB-5-4,7.5PB,PB,7.5,5,4,118,119,154
7.5PB-5-6,7.5PB,PB,7.5,5,6,114,118,169
7.5PB-5-8,7.5PB,PB,7.5,5,8,110,117,183
7.5PB-5-10,7.5PB,PB,7.5,5,10,105,116,196
7.5PB-5-12,7.5PB,PB,7.5,5,12,99,114,210
7.5PB-5-14,7.5PB,PB,7.5,5,14,93,113,225
7.5PB-5-16,7.5PB,PB,7.5,5,16,86,110,239
7.5PB-5-18,7.5PB,PB,7.5,5,18,80,107,254
7.5PB-5-20,7.5PB,PB,7.5,5,20,74,104,255
7.5PB-6-2,7.5PB,PB,7.5,6,2,148,146,167
7.5PB-6-4,7.5PB,PB,7.5,6,4,144,145,181
7.5PB-6-6,7.5PB,PB,7.5,6,6,140,144,196
7.5PB-6-8,7.5PB,PB,7.5,6,8,136,143,209
7.5PB-6-10,7.5PB,PB,7.5,6,10,131,142,223
7.5PB-6-12,7.5PB,PB,7.5,6,12,124,141,240
7.5PB-6-14,7.5PB,PB,7.5,6,14,116,139,255
7.5PB-7-2,7.5PB,PB,7.5,7,2,175,171,193
7.5PB-7-4,7.5PB,PB,7.5,7,4,171,171,208
7.5PB-7-6,7.5PB,PB,7.5,7,6,166,170,223
7.5PB-7-8,7.5PB,PB,7.5,7,8,160,169,240
7.5PB-7-10,7.5PB,PB,7.5,7,10,155,168,255
7.5PB-8-2,7.5PB,PB,7.5,8,2,202,198,220
7.5PB-8-4,7.5PB,PB,7.5,8,4,197,197,236
7.5PB-8-6,7.5PB,PB,7.5,8,6,191,197,254
7.5PB-9-2,7.5PB,PB,7.5,9,2,229,225,248
10.0PB-1-2,10.0PB,PB,10.0,1,2,32,26,45
10.0PB-1-4,10.0PB,PB,10.0,1,4,33,23,55
10.0PB-1-6,10.0PB,PB,10.0,1,6,35,19,65
10.0PB-1-8,10.0PB,PB,10.0,1,8,38,14,73
10.0PB-1-10,10.0PB,PB,10.0,1,10,41,7,81
10.0PB-1-12,10.0PB,PB,10.0,1,12,44,0,90
10.0PB-1-14,10.0PB,PB,10.0,1,14,48,0,98
10.0PB-1-16,10.0PB,PB,10.0,1,16,53,0,106
10.0PB-1-18,10.0PB,PB,10.0,1,18,56,0,113
10.0PB-1-20,10.0PB,PB,10.0,1,20,61,0,121
10.0PB-1-22,10.0PB,PB,10.0,1,22,65,0,129
10.0PB-1-24,10.0PB,PB,10.0,1,24,70,0,138
10.0PB-1-26,10.0PB,PB,10.0,1,26,75,0,149
10.0PB-1-28,10.0PB,PB,10.0,1,28,82,0,160
10.0PB-1-30,10.0PB,PB,10.0,1,30,88,0,172
10.0PB-2-2,10.0PB,PB,10.0,2,2,52,46,66
10.0PB-2-4,10.0PB,PB,10.0,2,4,53,44,77
10.0PB-2-6,10.0PB,PB,10.0,2,6,54,41,88
10.0PB-2-8,10.0PB,PB,10.0,2,8,56,38,99
10.0PB-2-10,10.0PB,PB,10.0,2,10,59,33,110
10.0PB-2-12,10.0PB,PB,10.0,2,12,62,27,118
10.0PB-2-14,10.0PB,PB,10.0,2,14,65,17,128
10.0PB-2-16,10.0PB,PB,10.0,2,16,69,2,137
10.0PB-2-18,10.0PB,PB,10.0,2,18,73,0,146
10.0PB-2-20,10.0PB,PB,10.0,2,20,77,0,155
10.0PB-2-22,10.0PB,PB,10.0,2,22,82,0,164
10.0PB-2-24,10.0PB,PB,10.0,2,24,86,0,173
10.0PB-2-26,10.0PB,PB,10.0,2,26,91,0,182
10.0PB-2-28,10.0PB,PB,10.0,2,28,95,0,191
10.0PB-2-30,10.0PB,PB,10.0,2,30,101,0,202
10.0PB-2-32,10.0PB,PB,10.0,2,32,107,0,212
10.0PB-2-34,10.0PB,PB,10.0,2,34,112,0,222
10.0PB-3-2,10.0PB,PB,10.0,3,2,75,69,91
10.0PB-3-4,10.0PB,PB,10.0,3,4,75,67,104
10.0PB-3-6,10.0PB,PB,10.0,3,6,76,64,116
10.0PB-3-8,10.0PB,PB,10.0,3,8,78,61,127
10.0PB-3-10,10.0PB,PB,10.0,3,10,79,57,139
10.0PB-3-12,10.0PB,PB,10.0,3,12,81,53,149
10.0PB-3-14,10.0PB,PB,10.0,3,14,84,47,160
10.0PB-3-16,10.0PB,PB,10.0,3,16,88,39,171
10.0PB-3-18,10.0PB,PB,10.0,3,18,91,30,180
10.0PB-3-20,10.0PB,PB,10.0,3,20,95,16,189
10.0PB-3-22,10.0PB,PB,10.0,3,22,99,0,199
10.0PB-3-24,10.0PB,PB,10.0,3,24,103,0,208
10.0PB-3-26,10.0PB,PB,10.0,3,26,107,0,218
10.0PB-3-28,10.0PB,PB,10.0,3,28,112,0,227
10.0PB-3-30,10.0PB,PB,10.0,3,30,117,0,237
10.0PB-3-32,10.0PB,PB,10.0,3,32,123,0,248
10.0PB-3-34,10.0PB,PB,10.0,3,34,127,0,255
10.0PB-4-2,10.0PB,PB,10.0,4,2,99,93,116
10.0PB-4-4,10.0PB,PB,10.0,4,4,100,91,128
10.0PB-4-6,10.0PB,PB,10.0,4,6,100,89,141
10.0PB-4-8,10.0PB,PB,10.0,4,8,101,87,153
10.0PB-4-10,10.0PB,PB,10.0,4,10,101,84,165
10.0PB-4-12,10.0PB,PB,10.0,4,12,102,80,177
10.0PB-4-14,10.0PB,PB,10.0,4,14,104,77,188
10.0PB-4-16,10.0PB,PB,10.0,4,16,107,72,199
10.0PB-4-18,10.0PB,PB,10.0,4,18,109,66,210
10.0PB-4-20,10.0PB,PB,10.0,4,20,113,58,222
10.0PB-4-22,10.0PB,PB,10.0,4,22,116,51,230
10.0PB-4-24,10.0PB,PB,10.0,4,24,119,41,240
10.0PB-4-26,10.0PB,PB,10.0,4,26,124,22,251
10.0PB-4-28,10.0PB,PB,10.0,4,28,127,0,255
10.0PB-4-30,10.0PB,PB,10.0,4,30,131,0,255
10.0PB-5-2,10.0PB,PB,10.0,5,2,125,119,140
10.0PB-5-4,10.0PB,PB,10.0,5,4,125,117,153
10.0PB-5-6,10.0PB,PB,10.0,5,6,125,115,168
10.0PB-5-8,10.0PB,PB,10.0,5,8,125,113,180
10.0PB-5-10,10.0PB,PB,10.0,5,10,126,110,192
10.0PB-5-12,10.0PB,PB,10.0,5,12,126,107,205
10.0PB-5-14,10.0PB,PB,10.0,5,14,127,104,218
10.0PB-5-16,10.0PB,PB,10.0,5,16,128,100,230
10.0PB-5-18,10.0PB,PB,10.0,5,18,129,96,241
10.0PB-5-20,10.0PB,PB,10.0,5,20,131,91,253
10.0PB-5-22,10.0PB,PB,10.0,5,22,135,84,255
10.0PB-6-2,10.0PB,PB,10.0,6,2,151,145,166
10.0PB-6-4,10.0PB,PB,10.0,6,4,151,143,180
10.0PB-6-6,10.0PB,PB,10.0,6,6,150,141,194
10.0PB-6-8,10.0PB,PB,10.0,6,8,150,139,207
10.0PB-6-10,10.0PB,PB,10.0,6,10,150,137,220
10.0PB-6-12,10.0PB,PB,10.0,6,12,150,134,234
10.0PB-6-14,10.0PB,PB,10.0,6,14,150,131,249
10.0PB-6-16,10.0PB,PB,10.0,6,16,151,127,255
10.0PB-7-2,10.0PB,PB,10.0,7,2,177,171,193
10.0PB-7-4,10.0PB,PB,10.0,7,4,176,169,207
10.0PB-7-6,10.0PB,PB,10.0,7,6,176,167,221
10.0PB-7-8,10.0PB,PB,10.0,7,8,176,165,236
10.0PB-7-10,10.0PB,PB,10.0,7,10,175,163,252
10.0PB-7-12,10.0PB,PB,10.0,7,12,175,159,255
10.0PB-8-2,10.0PB,PB,10.0,8,2,204,197,219
10.0PB-8-4,10.0PB,PB,10.0,8,4,203,196,234
10.0PB-8-6,10.0PB,PB,10.0,8,6,202,194,251
10.0PB-8-8,10.0PB,PB,10.0,8,8,202,191,255
10.0PB-9-2,10.0PB,PB,10.0,9,2,232,224,247
10.0PB-9-4,10.0PB,PB,10.0,9,4,230,222,255
2.5P-1-2,2.5P,P,2.5,1,2,35,25,44
2.5P-1-4,2.5P,P,2.5,1,4,38,21,53
2.5P-1-6,2.5P,P,2.5,1,6,42,16,61
2.5P-1-8,2.5P,P,2.5,1,8,46,9,69
2.5P-1-10,2.5P,P,2.5,1,10,50,0,76
2.5P-1-12,2.5P,P,2.5,1,12,55,0,84
2.5P-1-14,2.5P,P,2.5,1,14,59,0,92
2.5P-1-16,2.5P,P,2.5,1,16,64,0,99
2.5P-1-18,2.5P,P,2.5,1,18,68,0,106
2.5P-1-20,2.5P,P,2.5,1,20,73,0,114
2.5P-1-22,2.5P,P,2.5,1,22,78,0,122
2.5P-1-24,2.5P,P,2.5,1,24,83,0,129
2.5P-1-26,2.5P,P,2.5,1,26,90,0,140
2.5P-2-2,2.5P,P,2.5,2,2,55,46,65
2.5P-2-4,2.5P,P,2.5,2,4,58,43,75
2.5P-2-6,2.5P,P,2.5,2,6,62,39,84
2.5P-2-8,2.5P,P,2.5,2,8,67,34,94
2.5P-2-10,2.5P,P,2.5,2,10,71,27,103
2.5P-2-12,2.5P,P,2.5,2,12,76,17,112
2.5P-2-14,2.5P,P,2.5,2,14,80,1,120
2.5P-2-16,2.5P,P,2.5,2,16,85,0,129
2.5P-2-18,2.5P,P,2.5,2,18,90,0,137
2.5P-2-20,2.5P,P,2.5,2,20,95,0,146
2.5P-2-22,2.5P,P,2.5,2,22,100,0,155
2.5P-2-24,2.5P,P,2.5,2,24,106,0,164
2.5P-2-26,2.5P,P,2.5,2,26,111,0,173
2.5P-2-28,2.5P,P,2.5,2,28,118,0,184
2.5P-2-30,2.5P,P,2.5,2,30,126,0,196
2.5P-3-2,2.5P,P,2.5,3,2,78,68,90
2.5P-3-4,2.5P,P,2.5,3,4,82,65,102
2.5P-3-6,2.5P,P,2.5,3,6,85,61,113
2.5P-3-8,2.5P,P,2.5,3,8,89,57,123
2.5P-3-10,2.5P,P,2.5,3,10,94,51,133
2.5P-3-12,2.5P,P,2.5,3,12,98,45,142
2.5P-3-14,2.5P,P,2.5,3,14,103,37,152
2.5P-3-16,2.5P,P,2.5,3,16,108,25,161
2.5P-3-18,2.5P,P,2.5,3,18,113,4,170
2.5P-3-20,2.5P,P,2.5,3,20,117,0,178
2.5P-3-22,2.5P,P,2.5,3,22,123,0,188
2.5P-3-24,2.5P,P,2.5,3,24,128,0,197
2.5P-3-26,2.5P,P,2.5,3,26,133,0,206
2.5P-3-28,2.5P,P,2.5,3,28,138,0,215
2.5P-3-30,2.5P,P,2.5,3,30,144,0,225
2.5P-3-32,2.5P,P,2.5,3,32,150,0,235
2.5P-3-34,2.5P,P,2.5,3,34,156,0,244
2.5P-4-2,2.5P,P,2.5,4,2,102,93,115
2.5P-4-4,2.5P,P,2.5,4,4,106,90,127
2.5P-4-6,2.5P,P,2.5,4,6,109,87,137
2.5P-4-8,2.5P,P,2.5,4,8,112,83,148
2.5P-4-10,2.5P,P,2.5,4,10,116,79,158
2.5P-4-12,2.5P,P,2.5,4,12,121,74,169
2.5P-4-14,2.5P,P,2.5,4,14,125,69,179
2.5P-4-16,2.5P,P,2.5,4,16,130,62,189
2.5P-4-18,2.5P,P,2.5,4,18,135,53,199
2.5P-4-20,2.5P,P,2.5,4,20,140,42,209
2.5P-4-22,2.5P,P,2.5,4,22,144,29,217
2.5P-4-24,2.5P,P,2.5,4,24,149,0,226
2.5P-4-26,2.5P,P,2.5,4,26,154,0,237
2.5P-4-28,2.5P,P,2.5,4,28,159,0,246
2.5P-4-30,2.5P,P,2.5,4,30,164,0,255
2.5P-4-32,2.5P,P,2.5,4,32,171,0,255
2.5P-5-2,2.5P,P,2.5,5,2,128,118,139
2.5P-5-4,2.5P,P,2.5,5,4,130,116,152
2.5P-5-6,2.5P,P,2.5,5,6,133,113,164
2.5P-5-8,2.5P,P,2.5,5,8,137,109,176
2.5P-5-10,2.5P,P,2.5,5,10,141,106,186
2.5P-5-12,2.5P,P,2.5,5,12,145,101,198
2.5P-5-14,2.5P,P,2.5,5,14,149,97,208
2.5P-5-16,2.5P,P,2.5,5,16,153,91,218
2.5P-5-18,2.5P,P,2.5,5,18,158,86,228
2.5P-5-20,2.5P,P,2.5,5,20,162,78,239
2.5P-5-22,2.5P,P,2.5,5,22,167,69,250
2.5P-5-24,2.5P,P,2.5,5,24,172,58,255
2.5P-5-26,2.5P,P,2.5,5,26,178,42,255
2.5P-6-2,2.5P,P,2.5,6,2,153,144,166
2.5P-6-4,2.5P,P,2.5,6,4,156,142,178
2.5P-6-6,2.5P,P,2.5,6,6,159,139,191
2.5P-6-8,2.5P,P,2.5,6,8,162,136,203
2.5P-6-10,2.5P,P,2.5,6,10,166,132,215
2.5P-6-12,2.5P,P,2.5,6,12,170,128,227
2.5P-6-14,2.5P,P,2.5,6,14,174,124,238
2.5P-6-16,2.5P,P,2.5,6,16,179,118,251
2.5P-6-18,2.5P,P,2.5,6,18,183,113,255
2.5P-7-2,2.5P,P,2.5,7,2,180,170,192
2.5P-7-4,2.5P,P,2.5,7,4,182,168,205
2.5P-7-6,2.5P,P,2.5,7,6,185,165,218
2.5P-7-8,2.5P,P,2.5,7,8,188,162,231
2.5P-7-10,2.5P,P,2.5,7,10,192,158,245
2.5P-7-12,2.5P,P,2.5,7,12,196,154,255
2.5P-8-2,2.5P,P,2.5,8,2,206,196,218
2.5P-8-4,2.5P,P,2.5,8,4,209,194,233
2.5P-8-6,2.5P,P,2.5,8,6,211,191,248
2.5P-8-8,2.5P,P,2.5,8,8,214,188,255
2.5P-9-2,2.5P,P,2.5,9,2,234,223,247
2.5P-9-4,2.5P,P,2.5,9,4,236,221,255
5.0P-1-2,5.0P,P,5.0,1,2,37,24,43
5.0P-1-4,5.0P,P,5.0,1,4,42,20,51
5.0P-1-6,5.0P,P,5.0,1,6,47,14,58
5.0P-1-8,5.0P,P,5.0,1,8,51,5,65
5.0P-1-10,5.0P,P,5.0,1,10,56,0,72
5.0P-1-12,5.0P,P,5.0,1,12,61,0,79
5.0P-1-14,5.0P,P,5.0,1,14,67,0,87
5.0P-1-16,5.0P,P,5.0,1,16,72,0,94
5.0P-1-18,5.0P,P,5.0,1,18,77,0,100
5.0P-1-20,5.0P,P,5.0,1,20,82,0,107
5.0P-1-22,5.0P,P,5.0,1,22,88,0,115
5.0P-2-2,5.0P,P,5.0,2,2,57,45,64
5.0P-2-4,5.0P,P,5.0,2,4,62,41,73
5.0P-2-6,5.0P,P,5.0,2,6,67,37,80
5.0P-2-8,5.0P,P,5.0,2,8,73,30,90
5.0P-2-10,5.0P,P,5.0,2,10,78,22,98
5.0P-2-12,5.0P,P,5.0,2,12,84,8,106
5.0P-2-14,5.0P,P,5.0,2,14,90,0,115
5.0P-2-16,5.0P,P,5.0,2,16,95,0,122
5.0P-2-18,5.0P,P,5.0,2,18,100,0,130
5.0P-2-20,5.0P,P,5.0,2,20,106,0,138
5.0P-2-22,5.0P,P,5.0,2,22,112,0,146
5.0P-2-24,5.0P,P,5.0,2,24,118,0,155
5.0P-2-26,5.0P,P,5.0,2,26,126,0,165
5.0P-2-28,5.0P,P,5.0,2,28,133,0,175
5.0P-3-2,5.0P,P,5.0,3,2,81,67,89
5.0P-3-4,5.0P,P,5.0,3,4,87,63,99
5.0P-3-6,5.0P,P,5.0,3,6,92,59,108
5.0P-3-8,5.0P,P,5.0,3,8,97,54,118
5.0P-3-10,5.0P,P,5.0,3,10,103,47,127
5.0P-3-12,5.0P,P,5.0,3,12,109,39,136
5.0P-3-14,5.0P,P,5.0,3,14,115,28,145
5.0P-3-16,5.0P,P,5.0,3,16,120,7,153
5.0P-3-18,5.0P,P,5.0,3,18,126,0,161
5.0P-3-20,5.0P,P,5.0,3,20,131,0,168
5.0P-3-22,5.0P,P,5.0,3,22,137,0,177
5.0P-3-24,5.0P,P,5.0,3,24,143,0,186
5.0P-3-26,5.0P,P,5.0,3,26,149,0,195
5.0P-3-28,5.0P,P,5.0,3,28,156,0,204
5.0P-3-30,5.0P,P,5.0,3,30,162,0,213
5.0P-3-32,5.0P,P,5.0,3,32,170,0,223
5.0P-4-2,5.0P,P,5.0,4,2,105,92,113
5.0P-4-4,5.0P,P,5.0,4,4,110,88,124
5.0P-4-6,5.0P,P,5.0,4,6,115,85,133
5.0P-4-8,5.0P,P,5.0,4,8,121,81,143
5.0P-4-10,5.0P,P,5.0,4,10,126,75,152
5.0P-4-12,5.0P,P,5.0,4,12,132,70,162
5.0P-4-14,5.0P,P,5.0,4,14,138,63,171
5.0P-4-16,5.0P,P,5.0,4,16,144,53,181
5.0P-4-18,5.0P,P,5.0,4,18,150,42,189
5.0P-4-20,5.0P,P,5.0,4,20,156,25,198
5.0P-4-22,5.0P,P,5.0,4,22,161,0,206
5.0P-4-24,5.0P,P,5.0,4,24,167,0,214
5.0P-4-26,5.0P,P,5.0,4,26,173,0,223
5.0P-4-28,5.0P,P,5.0,4,28,179,0,233
5.0P-4-30,5.0P,P,5.0,4,30,185,0,242
5.0P-4-32,5.0P,P,5.0,4,32,193,0,253
5.0P-5-2,5.0P,P,5.0,5,2,130,118,138
5.0P-5-4,5.0P,P,5.0,5,4,135,114,149
5.0P-5-6,5.0P,P,5.0,5,6,141,111,160
5.0P-5-8,5.0P,P,5.0,5,8,146,106,170
5.0P-5-10,5.0P,P,5.0,5,10,152,102,180
5.0P-5-12,5.0P,P,5.0,5,12,157,97,190
5.0P-5-14,5.0P,P,5.0,5,14,163,91,199
5.0P-5-16,5.0P,P,5.0,5,16,168,85,209
5.0P-5-18,5.0P,P,5.0,5,18,174,77,218
5.0P-5-20,5.0P,P,5.0,5,20,180,68,228
5.0P-5-22,5.0P,P,5.0,5,22,186,56,237
5.0P-5-24,5.0P,P,5.0,5,24,193,38,247
5.0P-5-26,5.0P,P,5.0,5,26,199,0,255
5.0P-5-28,5.0P,P,5.0,5,28,206,0,255
5.0P-6-2,5.0P,P,5.0,6,2,156,143,165
5.0P-6-4,5.0P,P,5.0,6,4,161,140,175
5.0P-6-6,5.0P,P,5.0,6,6,166,137,187
5.0P-6-8,5.0P,P,5.0,6,8,171,133,197
5.0P-6-10,5.0P,P,5.0,6,10,177,129,208
5.0P-6-12,5.0P,P,5.0,6,12,183,124,218
5.0P-6-14,5.0P,P,5.0,6,14,189,118,229
5.0P-6-16,5.0P,P,5.0,6,16,195,112,240
5.0P-6-18,5.0P,P,5.0,6,18,200,106,250
5.0P-6-20,5.0P,P,5.0,6,20,207,97,255
5.0P-7-2,5.0P,P,5.0,7,2,182,170,191
5.0P-7-4,5.0P,P,5.0,7,4,187,166,203
5.0P-7-6,5.0P,P,5.0,7,6,192,163,214
5.0P-7-8,5.0P,P,5.0,7,8,197,159,226
5.0P-7-10,5.0P,P,5.0,7,10,203,155,238
5.0P-7-12,5.0P,P,5.0,7,12,209,150,250
5.0P-7-14,5.0P,P,5.0,7,14,215,145,255
5.0P-8-2,5.0P,P,5.0,8,2,208,196,217
5.0P-8-4,5.0P,P,5.0,8,4,213,193,230
5.0P-8-6,5.0P,P,5.0,8,6,218,189,243
5.0P-8-8,5.0P,P,5.0,8,8,225,185,255
5.0P-8-10,5.0P,P,5.0,8,10,231,180,255
5.0P-9-2,5.0P,P,5.0,9,2,235,223,245
5.0P-9-4,5.0P,P,5.0,9,4,241,219,255
7.5P-1-2,7.5P,P,7.5,1,2,39,23,42
7.5P-1-4,7.5P,P,7.5,1,4,44,19,49
7.5P-1-6,7.5P,P,7.5,1,6,49,12,56
7.5P-1-8,7.5P,P,7.5,1,8,55,3,62
7.5P-1-10,7.5P,P,7.5,1,10,60,0,69
7.5P-1-12,7.5P,P,7.5,1,12,65,0,76
7.5P-1-14,7.5P,P,7.5,1,14,71,0,83
7.5P-1-16,7.5P,P,7.5,1,16,77,0,90
7.5P-1-18,7.5P,P,7.5,1,18,81,0,95
7.5P-1-20,7.5P,P,7.5,1,20,87,0,102
7.5P-2-2,7.5P,P,7.5,2,2,59,44,62
7.5P-2-4,7.5P,P,7.5,2,4,65,40,70
7.5P-2-6,7.5P,P,7.5,2,6,71,35,77
7.5P-2-8,7.5P,P,7.5,2,8,78,28,86
7.5P-2-10,7.5P,P,7.5,2,10,84,17,93
7.5P-2-12,7.5P,P,7.5,2,12,90,0,101
7.5P-2-14,7.5P,P,7.5,2,14,96,0,108
7.5P-2-16,7.5P,P,7.5,2,16,102,0,116
7.5P-2-18,7.5P,P,7.5,2,18,108,0,123
7.5P-2-20,7.5P,P,7.5,2,20,114,0,130
7.5P-2-22,7.5P,P,7.5,2,22,121,0,139
7.5P-2-24,7.5P,P,7.5,2,24,128,0,146
7.5P-3-2,7.5P,P,7.5,3,2,84,66,87
7.5P-3-4,7.5P,P,7.5,3,4,91,62,96
7.5P-3-6,7.5P,P,7.5,3,6,98,57,104
7.5P-3-8,7.5P,P,7.5,3,8,105,50,113
7.5P-3-10,7.5P,P,7.5,3,10,111,43,121
7.5P-3-12,7.5P,P,7.5,3,12,118,32,129
7.5P-3-14,7.5P,P,7.5,3,14,125,14,137
7.5P-3-16,7.5P,P,7.5,3,16,131,0,144
7.5P-3-18,7.5P,P,7.5,3,18,137,0,152
7.5P-3-20,7.5P,P,7.5,3,20,143,0,158
7.5P-3-22,7.5P,P,7.5,3,22,149,0,166
7.5P-3-24,7.5P,P,7.5,3,24,156,0,174
7.5P-3-26,7.5P,P,7.5,3,26,163,0,182
7.5P-3-28,7.5P,P,7.5,3,28,171,0,191
